,0
1267,HTC Windows Phone 8X
1268,TekBots
1269,IDL (programming language)
1270,D.A.R.Y.L.
1271,Blacklist (computing)
1272,Pedobarography
1273,Holographic grating
1274,Michael Wellman
1275,Judy's Book
1276,CoBoosting
1277,Computer accessibility
1278,DIGIC
1279,Japanese input method
1280,Hatchimals
1281,Motion planning
1282,SIP extensions for the IP Multimedia Subsystem
1283,Doomsday Man
1284,Unified communications as a service
1285,AutoAI
1286,Image noise
1287,Donbot botnet
1288,Aesthetic–usability effect
1289,Grammar checker
1290,Delimited search
1291,Narrative Television Network
1292,Human search engine
1293,Opening (morphology)
1294,F.R.I.D.A.Y.
1295,Arabic Ontology
1296,Total Digital Access to the League of Nations Archives Project
1297,Peripheral vision
1298,Computer processing of body language
1299,NeuroSolutions
1300,Price point
1301,Official Scrabble Players Dictionary
1302,Codablock
1303,Triol
1304,Pano-Tacanan languages
1305,K-synchronized sequence
1306,One Voice Technologies
1307,IRCF360
1308,Carol E. Reiley
1309,Fur languages
1310,2.0 (film)
1311,Markov information source
1312,Disease Ontology
1313,Knowledge level modeling
1314,Abell 1991
1315,Reeve tetrahedron
1316,Region of interest
1317,Image differencing
1318,Motion controller
1319,D3web
1320,Takashi Ikegami
1321,WebID
1322,LogitBoost
1323,Implied Spaces
1324,Face detection
1325,Tardiness (scheduling)
1326,Living lab
1327,Neighborhood operation
1328,JPEGmini
1329,Mastercam
1330,Microsoft Visual Programming Language
1331,Neuroph
1332,Unidentified Flying Oddball
1333,Delta rule
1334,Guajiboan languages
1335,Solipsis
1336,Matthews correlation coefficient
1337,CAPTCHA
1338,Grow Home
1339,Layar
1340,Domain of discourse
1341,Datacap
1342,Chobits
1343,HRecipe
1344,Keyboard protector
1345,Irreducibility
1346,Tsetlin machine
1347,Radio halo
1348,Offline learning
1349,Kryten
1350,Lakes of Ounianga
1351,Scikit-learn
1352,SNPedia
1353,Unlight
1354,Kermit (protocol)
1355,Chibi-Robo!
1356,Causal graph
1357,Language Grid
1358,Radio control
1359,Microchip implant (human)
1360,Eastern Daly languages
1361,Ridley (Metroid)
1362,Mung (computer term)
1363,Fast & Furious Spy Racers
1364,Heinz von Foerster
1365,Round-trip translation
1366,Netomi
1367,Logan's Run (TV series)
1368,Masking (art)
1369,IceMole
1370,Gunpei Yokoi
1371,Generative Modelling Language
1372,Cyborg She
1373,Alexei A. Efros
1374,The Sentinel (video game)
1375,Subvocal recognition
1376,Alvey
1377,Prolog32
1378,Volumography
1379,VueScan
1380,State–action–reward–state–action
1381,Project Joshua Blue
1382,Content designer
1383,Entropy rate
1384,Crank (person)
1385,Coggle
1386,Ghost in the Shell (2017 film)
1387,Media space
1388,Picture Transfer Protocol
1389,Embryo Ranking Intelligent Classification Algorithm
1390,Eager learning
1391,MACS J0717.5+3745
1392,Intel 8257
1393,John Langford (computer scientist)
1394,International Federation of Robotics
1395,Larry E. Smith
1396,Interactive Robots and Media Lab
1397,FNaF World
1398,Regular language
1399,Smart label
1400,Features of the Opera web browser
1401,Theme (computing)
1402,Cherry picking
1403,Almost convergent sequence
1404,Ontology modularization
1405,Dr. Peter Silberman
1406,Repetier-Host
1407,Algorithmic learning theory
1408,Lexipedia
1409,TheBrain
1410,Bertram Raphael
1411,BlackBerry Torch
1412,Incremental sheet forming
1413,Weasel program
1414,Testament (comics)
1415,False color
1416,Augmented World Expo
1417,Jeremy Howard (entrepreneur)
1418,Visage SDK
1419,Northeastern Tasmanian languages
1420,30 Minutes After Noon
1421,Apptek
1422,Allegory (mathematics)
1423,Lincos language
1424,Uralic languages
1425,Smart highway
1426,ReWalk
1427,Japanese language and computers
1428,Fujifilm X-Trans sensor
1429,Fuzzy Sets and Systems
1430,Color wheel
1431,Crew Dragon C205
1432,Adobe Animate
1433,Journal of Organizational and End User Computing
1434,Generative model
1435,Million Book Project
1436,Tsimshianic languages
1437,Scan line
1438,Johnny 5
1439,Complications of prolonged standing
1440,EXTRA! (software)
1441,Elbow method (clustering)
1442,Mark V. Shaney
1443,Future Soldier 2030 Initiative
1444,European Laboratory for Learning and Intelligent Systems
1445,TrackIR
1446,Human interface device
1447,GermaNet
1448,Foundation for Responsible Robotics
1449,Linguee
1450,Judea Pearl
1451,Appearance Manager
1452,Vanishing point
1453,Yellowjacket (Marvel Comics)
1454,Ultimaker
1455,QR code
1456,20Q
1457,NOMINATE (scaling method)
1458,RoboBlitz
1459,IP camera
1460,Pointer Telocation
1461,Cognitive robotics
1462,SIGACCESS
1463,Answer set programming
1464,TCEC Season 15
1465,KUKA
1466,Pie menu
1467,World Series of Poker (video game)
1468,Matti Pietikäinen (academic)
1469,Ecology
1470,Desney Tan
1471,NiuTrans
1472,Natural language processing
1473,Translation memory
1474,Thomas A. DeFanti
1475,Press videoconferencing
1476,VisualAudio
1477,Xianxingzhe
1478,SixthSense
1479,SPHARM-PDM
1480,B&R
1481,Polychrome
1482,Transformers
1483,Marion Tinsley
1484,Inclusive Design Research Centre
1485,MindMeister
1486,Tutorial (video games)
1487,Burrows–Abadi–Needham logic
1488,Welltec
1489,Sense Networks
1490,Sukhotin's algorithm
1491,PUPS P3
1492,Action model learning
1493,Inductive probability
1494,Magick Image File Format
1495,GOAL agent programming language
1496,Generalization error
1497,WalkSAT
1498,Leo Breiman
1499,DiShIn
1500,X3D Fritz
1501,The Family Reunion (painting)
1502,Hybrid Insect Micro-Electro-Mechanical Systems
1503,.fff
1504,International Alphabet No. 5
1505,Abell 520
1506,TensorFlow
1507,Perceptron
1508,Photogrammetry
1509,Voice over IP
1510,Bobert
1511,Word embedding
1512,Kotok-McCarthy
1513,Self-replication
1514,SigmaScan
1515,Channel (digital image)
1516,Johns Hopkins Beast
1517,Robonauts
1518,Koinup
1519,Trinity Fire Fighting Robot Competition
1520,Telecooperation Office
1521,Lura Lakes
1522,Scale space
1523,Situated robotics
1524,Employee scheduling software
1525,Brazen head
1526,Android science
1527,Mutation (genetic algorithm)
1528,SCOP formalism
1529,Xmouse
1530,Summed-area table
1531,Salvatore J. Stolfo
1532,Three Regentesses and the Binnenmoeder of the Leprozenhuis of Amsterdam
1533,Dependency network (graphical model)
1534,Jonathan Schaeffer
1535,Speex
1536,MeCard (QR code)
1537,RepliCarter
1538,Hydra (chess)
1539,Microcontent
1540,Fatmah Baothman
1541,Clipped tag
1542,M-Theory (learning framework)
1543,Freakmaster
1544,WSMO
1545,Jaime Carbonell
1546,Wen Tsing Chow
1547,IBM 2741
1548,Argument technology
1549,Abdul Majid Bhurgri Institute of Language Engineering
1550,Dragon Man
1551,Heart of Steel
1552,Zooming user interface
1553,Vladimir Vapnik
1554,E-Yantra
1555,Mycin
1556,Aliens versus Predator versus The Terminator
1557,Belief–desire–intention model
1558,Conversion between quaternions and Euler angles
1559,Maker Faire
1560,SMODEM
1561,Rule-based machine translation
1562,Dead reckoning
1563,X window manager
1564,Pou (video game)
1565,Stereotaxis
1566,Tamara Broderick
1567,Swarachakra
1568,Stochastic grammar
1569,Reza Derakhshani
1570,Echelon Conspiracy
1571,Netpbm format
1572,Azide
1573,Anti-Grain Geometry
1574,Secure voice
1575,Center for Computational Brain Research
1576,Laplace filter
1577,Quantifier (logic)
1578,Combs method
1579,History of self-driving cars
1580,Abell 1146
1581,Cahuapanan languages
1582,Soboleva modified hyperbolic tangent
1583,Margaret Benyon
1584,Rock 'Em Sock 'Em Robots
1585,European Society for Fuzzy Logic and Technology
1586,East Pole–West Pole divide
1587,Autonomous cargo ship
1588,Pick's theorem
1589,Tabitha Goldstaub
1590,Edward Feigenbaum
1591,Lal (Star Trek)
1592,Instant messaging
1593,Catherine G. Wolf
1594,Mouse warping
1595,Usage-centered design
1596,Creality
1597,Automatic acquisition of lexicon
1598,Base rate
1599,Factor analysis of mixed data
1600,Second Generation Multiplex
1601,Rendezvous with Rama
1602,Phosphate
1603,Context-aware pervasive systems
1604,Kochanek–Bartels spline
1605,Vegas Movie Studio
1606,Samsung Gear
1607,CryEngine
1608,Knight Rider (2008 TV series)
1609,Contextual searching
1610,Bayesian interpretation of kernel regularization
1611,Stochastic scheduling
1612,Superman robots
1613,Star Wars sources and analogues
1614,Maul Camera Rocket
1615,Clyde A. Hutchison III
1616,Dis-unification (computer science)
1617,Phase vocoder
1618,Objlog
1619,Mysterio
1620,Cyberknife
1621,"I, Robot (video game)"
1622,Mayan languages
1623,Lyappa arm
1624,Bias–variance tradeoff
1625,Nitol botnet
1626,Hands-on computing
1627,Brick (electronics)
1628,MacSpeech Scribe
1629,Doctor Nefarious
1630,Tournament selection
1631,Grimston-Lyles Hill ware
1632,Tomorrow Woman
1633,Comand APS
1634,Toby Philpott
1635,Thermostatic mixing valve
1636,Larry S. Davis
1637,Joseph Halpern
1638,.jls
1639,Fujifilm FinePix Real 3D
1640,Bayesian hierarchical modeling
1641,Hemispherical resonator gyroscope
1642,PHSCologram
1643,Self-replicating machine
1644,Valencell
1645,Rocket Red
1646,Opera Show Format
1647,Fixed-pattern noise
1648,Westinghouse AN/GPA-35 Ground Environment
1649,Monochrome
1650,Distributed R
1651,Contour set
1652,Muntra
1653,Dundee Engine Plant
1654,Nokia Lumia 822
1655,Treebank
1656,Adobe Connect
1657,Abell 2667
1658,Terminator Salvation (video game)
1659,Microwriter
1660,My Life as a Teenage Robot
1661,Depth perception
1662,JPEG
1663,Crasher (Gobots)
1664,Video game rehabilitation
1665,Jaime Teevan
1666,RTI-55
1667,The Trouble with Bubbles
1668,Logico-linguistic modeling
1669,Wintuan languages
1670,Aggregation (linguistics)
1671,Explicit semantic analysis
1672,Autonomic computing
1673,Control panel (software)
1674,"Behavior tree (artificial intelligence, robotics and control)"
1675,SVP-24
1676,Robot (Lost in Space)
1677,Eurisko
1678,Musio
1679,MiniGUI
1680,Leaf area index
1681,Self-reconfiguring modular robot
1682,Spell checker
1683,Gesture recognition
1684,Relief (feature selection)
1685,Legal expert system
1686,Phosphorane
1687,Slow keys
1688,Regina Bartholomew
1689,Extended Semantic Web Conference
1690,Cyclovergence
1691,Sulfide (organic)
1692,Naval Officers of World War I
1693,VerbNet
1694,U-matrix
1695,DART radiative transfer model
1696,François Fages
1697,ChessBase
1698,Memories with Maya
1699,Paths of Glory (The Simpsons)
1700,UAV Outback Challenge
1701,AAI RQ-7 Shadow
1702,BlackBerry Storm
1703,Mobile data terminal
1704,AlphaGo versus Fan Hui
1705,Silver Swan (automaton)
1706,Uno Rush
1707,TOVE Project
1708,Thiourea
1709,Great Lakes
1710,Liquid handling robot
1711,Notation3
1712,Dynamic texture
1713,Automated planning and scheduling
1714,Man-E-Faces
1715,Creatures 3
1716,Steven K. Feiner
1717,Bin bug
1718,Outline of robotics
1719,International Conference on Computer Vision
1720,Comparison of Dewey and Library of Congress subject classification
1721,.gfa
1722,Brahmagupta's interpolation formula
1723,MemoQ
1724,Linphone
1725,Absys
1726,Apprenticeship learning
1727,Beam riding
1728,Journal of Artificial Intelligence Research
1729,Free Software Directory
1730,Sanbot (robot)
1731,Keyboard controller (computing)
1732,Terminator (character concept)
1733,International Society for Computer Aided Surgery
1734,Begging the question
1735,Human-centered computing
1736,Enactivism
1737,Virtual artifact
1738,Finite-state machine with datapath
1739,UMBEL
1740,KHR-1
1741,Sojourner (rover)
1742,.jxr
1743,Linkage disequilibrium score regression
1744,Novint Technologies
1745,Variable Assembly Language
1746,Brainfuck
1747,Syntactic sugar
1748,Clustering high-dimensional data
1749,Flying Fox UAV
1750,Ubiquitous commerce
1751,Hugh (robot)
1752,Cyanohydrin
1753,OpenAI
1754,Faerie Solitaire
1755,Transparent Prototype
1756,Procrustes analysis
1757,.mos
1758,Sanjay Sarma
1759,AirMech
1760,Red light camera
1761,Catboost
1762,Smart mine
1763,Livescribe
1764,Semantic publishing
1765,Business rules engine
1766,Not a typewriter
1767,Sebastian Thrun
1768,TV gateway
1769,Email tracking
1770,Voice portal
1771,METRIC
1772,Murray Shanahan
1773,Tekno the Robotic Puppy
1774,Machine Empire Baranoia
1775,Grand Wing Servo-Tech
1776,Softwarp
1777,Cloem
1778,TR Araña
1779,All horses are the same color
1780,Meta (company)
1781,Tinderbox (application software)
1782,Cyanimide
1783,Voreen
1784,Windows shell
1785,Jubatus
1786,Man-Computer Symbiosis
1787,Command verb
1788,Visual odometry
1789,Bastard color
1790,Maneesh Agrawala
1791,Pyridine
1792,Expert systems for mortgages
1793,Informatics
1794,Luminoso
1795,Correspondence analysis
1796,National Institute of Advanced Industrial Science and Technology
1797,Nick Jennings (computer scientist)
1798,Artec 3D
1799,SUBE card
1800,Sensitive skin (electronic device)
1801,Medical ultrasound
1802,Ketyl
1803,Steam Controller
1804,Restricted Boltzmann machine
1805,Distributed architecture for mobile navigation
1806,Tongue rolling
1807,Nokia 5230
1808,World Chess Network
1809,Nemesis (draughts player)
1810,Star Rapid
1811,Rhythm game accessories
1812,Planetary scanner
1813,Comparison of optical character recognition software
1814,B-spline
1815,Clustering of self-propelled particles
1816,The Fear Index
1817,Conflict resolution strategy
1818,Emotion recognition in conversation
1819,Stereoscopic Displays and Applications
1820,Ocean color
1821,Virtual environment software
1822,Data thinking
1823,Mechani-Kong
1824,Alexander Brudno
1825,Media queries
1826,The Official Matrix Exhibit
1827,Silicon Graphics Image
1828,Curiosity (rover)
1829,Amazon Mechanical Turk
1830,Knowledge-based systems
1831,Photobox
1832,.sr2
1833,King Kong Escapes
1834,Tactile technology
1835,Referring expression generation
1836,Convolutional deep belief network
1837,Power Glove
1838,WayRay
1839,Linguistic Systems
1840,Wetware (brain)
1841,Stochastic matrix
1842,Sargon II (video game)
1843,DeepDream
1844,Optical character recognition
1845,Handle
1846,Webcam Social Shopper
1847,Histogram of oriented gradients
1848,Replicant
1849,Learnhub
1850,Joshua Lederberg
1851,Super-LOTIS
1852,Robot welding
1853,IRobot Negotiator
1854,Natural mapping (interface design)
1855,Lastline
1856,Giant Global Graph
1857,ClueKeeper
1858,Cosmobot
1859,LCARS
1860,Incremental learning
1861,Fused filament fabrication
1862,Cisco Systems
1863,Conference on Artificial General Intelligence
1864,Seven Rila Lakes
1865,MASSIVE (software)
1866,Hand geometry
1867,Syntax highlighting
1868,The Lonely
1869,History of display technology
1870,AllegroGraph
1871,Artificial consciousness in fiction
1872,Evolutionary robotics
1873,Mirror world
1874,Evolve (video game)
1875,Passenger drone
1876,FIRST Championship
1877,Remote infrared audible signage
1878,Cemetech
1879,Petman
1880,Fraunhofer Competence Field Additive Manufacturing
1881,Star Wars Theory
1882,Work 4.0
1883,Thad Starner
1884,Gabor filter
1885,AI@50
1886,Yuria 100 Shiki
1887,RDFa
1888,Fuzzy architectural spatial analysis
1889,Component-based usability testing
1890,History of wildlife tracking technology
1891,Twine (software)
1892,MV-algebra
1893,Jess (programming language)
1894,AI aftermath scenarios
1895,Robita
1896,Angelic Layer
1897,Chromophobia
1898,Pascal Hitzler
1899,Software agent
1900,Modularity of mind
1901,XrossMediaBar
1902,Dioxirane
1903,XMMXCS 2215-1738
1904,Global Research Identifier Database
1905,Software brittleness
1906,.tif
1907,Patient lift
1908,Plotter (instrument)
1909,Apple Watch
1910,Atmospheric correction
1911,NLS (computer system)
1912,Graffiti (Palm OS)
1913,Collisional family
1914,Pupillary distance
1915,Beat Saber
1916,WordNet
1917,IDEX Biometrics
1918,Markov blanket
1919,Michael Kearns (computer scientist)
1920,Responsive architecture
1921,Sarit Kraus
1922,Categorization
1923,Parity benchmark
1924,Kitchen work triangle
1925,VirtualLink
1926,Skype
1927,Image editing
1928,Blindsight (Watts novel)
1929,Smart traffic light
1930,StretchText
1931,HB Arcade Cards
1932,YouNoodle
1933,Unnatural Selection (video game)
1934,Circular convolution
1935,Hyper basis function network
1936,Filaments evaluation protocol
1937,GORITE
1938,Bow leg
1939,Realization (linguistics)
1940,Admon
1941,Voder
1942,Space Fantasy – The Ride
1943,Lost Cities (video game)
1944,Carefully Selected Moments
1945,DECwriter
1946,Transconvolution
1947,Golaem Crowd
1948,ICAD (software)
